alert_id,transaction_id,sender_account,receiver_account,transaction_amount,final_risk_score,risk_level,alert_type,alert_generated_at,recommended_action,alert_status
ALT000666,T021939,A0158,A0237,146715,89.36,HIGH,High Risk Alert,2025-01-01 20:06:00,Manual Review,Open
ALT000667,T021956,A0149,A0465,82800,83.54,HIGH,High Risk Alert,2025-01-01 20:07:00,Manual Review,Under Review
ALT000668,T021980,A0230,A0056,108663,89.5,HIGH,High Risk Alert,2025-01-01 20:08:00,Manual Review,Under Review
ALT000669,T021984,A0360,A0095,455952,82.5,HIGH,High Risk Alert,2025-01-01 20:09:00,Manual Review,Open
ALT000670,T021988,A0290,A0433,131340,89.0,HIGH,High Risk Alert,2025-01-01 20:10:00,Manual Review,Under Review
ALT000671,T022011,A0436,A0238,185976,91.0,HIGH,Critical Fraud Alert,2025-01-01 20:11:00,Block Transaction,Under Review
ALT000672,T022034,A0156,A0465,65330,82.55,HIGH,High Risk Alert,2025-01-01 20:12:00,Manual Review,Open
ALT000673,T022074,A0269,A0483,117294,90.94,HIGH,Critical Fraud Alert,2025-01-01 20:13:00,Block Transaction,Under Review
ALT000674,T022111,A0426,A0236,224401,77.0,HIGH,Medium Risk Alert,2025-01-01 20:14:00,Monitor,Under Review
ALT000675,T022180,A0240,A0257,81449,89.0,HIGH,High Risk Alert,2025-01-01 20:15:00,Manual Review,Open
ALT000676,T022187,A0371,A0433,187181,94.75,HIGH,Critical Fraud Alert,2025-01-01 20:16:00,Block Transaction,Under Review
ALT000677,T022213,A0491,A0004,193147,76.02,HIGH,Medium Risk Alert,2025-01-01 20:17:00,Monitor,Open
ALT000678,T022220,A0244,A0299,152245,90.75,HIGH,Critical Fraud Alert,2025-01-01 20:18:00,Block Transaction,Open
ALT000679,T022245,A0198,A0177,163773,93.25,HIGH,Critical Fraud Alert,2025-01-01 20:19:00,Block Transaction,Under Review
ALT000680,T022246,A0351,A0257,100211,89.24,HIGH,High Risk Alert,2025-01-01 20:20:00,Manual Review,Open
ALT000681,T022274,A0132,A0079,87568,80.0,HIGH,High Risk Alert,2025-01-01 20:21:00,Manual Review,Open
ALT000682,T022285,A0468,A0309,476148,78.75,HIGH,Medium Risk Alert,2025-01-01 20:22:00,Monitor,Open
ALT000683,T022547,A0186,A0021,390007,77.0,HIGH,Medium Risk Alert,2025-01-01 20:23:00,Monitor,Open
ALT000684,T022582,A0169,A0328,195036,94.25,HIGH,Critical Fraud Alert,2025-01-01 20:24:00,Block Transaction,Open
ALT000685,T022586,A0480,A0191,257740,75.5,HIGH,Medium Risk Alert,2025-01-01 20:25:00,Monitor,Resolved
ALT000686,T022626,A0239,A0109,81446,93.0,HIGH,Critical Fraud Alert,2025-01-01 20:26:00,Block Transaction,Under Review
ALT000687,T022641,A0210,A0056,106528,81.86,HIGH,High Risk Alert,2025-01-01 20:27:00,Manual Review,Under Review
ALT000688,T022645,A0208,A0238,173709,91.76,HIGH,Critical Fraud Alert,2025-01-01 20:28:00,Block Transaction,Open
ALT000689,T022648,A0121,A0257,293292,94.0,HIGH,Critical Fraud Alert,2025-01-01 20:29:00,Block Transaction,Open
ALT000690,T022670,A0095,A0108,169833,92.0,HIGH,Critical Fraud Alert,2025-01-01 20:30:00,Block Transaction,Open
ALT000691,T022709,A0304,A0238,335460,91.25,HIGH,Critical Fraud Alert,2025-01-01 20:31:00,Block Transaction,Open
ALT000692,T022745,A0352,A0445,251000,78.75,HIGH,Medium Risk Alert,2025-01-01 20:32:00,Monitor,Under Review
ALT000693,T022825,A0205,A0238,187076,90.0,HIGH,Critical Fraud Alert,2025-01-01 20:33:00,Block Transaction,Open
ALT000694,T022853,A0253,A0285,102857,91.25,HIGH,Critical Fraud Alert,2025-01-01 20:34:00,Block Transaction,Resolved
ALT000695,T022888,A0211,A0254,142501,91.5,HIGH,Critical Fraud Alert,2025-01-01 20:35:00,Block Transaction,Open
ALT000696,T022960,A0361,A0238,52125,79.2,HIGH,Medium Risk Alert,2025-01-01 20:36:00,Monitor,Open
ALT000697,T022977,A0432,A0394,192040,89.0,HIGH,High Risk Alert,2025-01-01 20:37:00,Manual Review,Open
ALT000698,T023000,A0363,A0095,356416,77.25,HIGH,Medium Risk Alert,2025-01-01 20:38:00,Monitor,Open
ALT000699,T023025,A0105,A0257,58678,77.34,HIGH,Medium Risk Alert,2025-01-01 20:39:00,Monitor,Under Review
ALT000700,T023071,A0129,A0257,128258,88.44,HIGH,High Risk Alert,2025-01-01 20:40:00,Manual Review,Open
ALT000701,T023072,A0245,A0234,130478,89.0,HIGH,High Risk Alert,2025-01-01 20:41:00,Manual Review,Under Review
ALT000702,T023077,A0053,A0285,187111,94.25,HIGH,Critical Fraud Alert,2025-01-01 20:42:00,Block Transaction,Resolved
ALT000703,T023081,A0258,A0108,74472,82.69,HIGH,High Risk Alert,2025-01-01 20:43:00,Manual Review,Resolved
ALT000704,T023128,A0474,A0257,83483,75.64,HIGH,Medium Risk Alert,2025-01-01 20:44:00,Monitor,Open
ALT000705,T023216,A0214,A0465,132602,94.5,HIGH,Critical Fraud Alert,2025-01-01 20:45:00,Block Transaction,Open
ALT000706,T023248,A0364,A0353,162188,90.0,HIGH,Critical Fraud Alert,2025-01-01 20:46:00,Block Transaction,Under Review
ALT000707,T023271,A0091,A0108,91268,86.86,HIGH,High Risk Alert,2025-01-01 20:47:00,Manual Review,Resolved
ALT000708,T023308,A0408,A0079,151184,83.12,HIGH,High Risk Alert,2025-01-01 20:48:00,Manual Review,Open
ALT000709,T023421,A0150,A0012,156152,78.0,HIGH,Medium Risk Alert,2025-01-01 20:49:00,Monitor,Under Review
ALT000710,T023494,A0255,A0024,100149,78.85,HIGH,Medium Risk Alert,2025-01-01 20:50:00,Monitor,Under Review
ALT000711,T023500,A0422,A0394,169380,89.5,HIGH,High Risk Alert,2025-01-01 20:51:00,Manual Review,Under Review
ALT000712,T023572,A0497,A0056,152867,94.5,HIGH,Critical Fraud Alert,2025-01-01 20:52:00,Block Transaction,Resolved
ALT000713,T023573,A0126,A0234,76074,78.93,HIGH,Medium Risk Alert,2025-01-01 20:53:00,Monitor,Open
ALT000714,T023675,A0132,A0130,439696,79.0,HIGH,Medium Risk Alert,2025-01-01 20:54:00,Monitor,Resolved
ALT000715,T023676,A0438,A0238,62596,79.13,HIGH,Medium Risk Alert,2025-01-01 20:55:00,Monitor,Open
ALT000716,T023700,A0050,A0328,191038,89.5,HIGH,High Risk Alert,2025-01-01 20:56:00,Manual Review,Resolved
ALT000717,T023798,A0223,A0052,299250,77.75,HIGH,Medium Risk Alert,2025-01-01 20:57:00,Monitor,Under Review
ALT000718,T023826,A0052,A0012,422387,81.75,HIGH,High Risk Alert,2025-01-01 20:58:00,Manual Review,Open
ALT000719,T023832,A0067,A0056,159620,92.29,HIGH,Critical Fraud Alert,2025-01-01 20:59:00,Block Transaction,Under Review
ALT000720,T023898,A0474,A0088,62349,75.88,HIGH,Medium Risk Alert,2025-01-01 21:00:00,Monitor,Under Review
ALT000721,T023899,A0487,A0269,464938,76.5,HIGH,Medium Risk Alert,2025-01-01 21:01:00,Monitor,Open
ALT000722,T023937,A0013,A0433,88063,82.37,HIGH,High Risk Alert,2025-01-01 21:02:00,Manual Review,Under Review
ALT000723,T023939,A0354,A0491,106471,92.5,HIGH,Critical Fraud Alert,2025-01-01 21:03:00,Block Transaction,Under Review
ALT000724,T023968,A0043,A0101,333922,75.25,HIGH,Medium Risk Alert,2025-01-01 21:04:00,Monitor,Resolved
ALT000725,T024034,A0494,A0443,173104,91.5,HIGH,Critical Fraud Alert,2025-01-01 21:05:00,Block Transaction,Open
ALT000726,T024056,A0097,A0257,120755,89.75,HIGH,High Risk Alert,2025-01-01 21:06:00,Manual Review,Open
ALT000727,T024060,A0133,A0472,301518,75.0,HIGH,Medium Risk Alert,2025-01-01 21:07:00,Monitor,Under Review
ALT000728,T024076,A0275,A0483,129930,89.41,HIGH,High Risk Alert,2025-01-01 21:08:00,Manual Review,Under Review
ALT000729,T024114,A0379,A0299,52881,77.53,HIGH,Medium Risk Alert,2025-01-01 21:09:00,Monitor,Resolved
ALT000730,T024169,A0015,A0299,153726,90.75,HIGH,Critical Fraud Alert,2025-01-01 21:10:00,Block Transaction,Under Review
ALT000731,T024286,A0190,A0024,136388,94.5,HIGH,Critical Fraud Alert,2025-01-01 21:11:00,Block Transaction,Under Review
ALT000732,T024296,A0281,A0493,158931,75.5,HIGH,Medium Risk Alert,2025-01-01 21:12:00,Monitor,Resolved
ALT000733,T024350,A0165,A0079,173468,91.25,HIGH,Critical Fraud Alert,2025-01-01 21:13:00,Block Transaction,Open
ALT000734,T024361,A0157,A0168,494275,77.0,HIGH,Medium Risk Alert,2025-01-01 21:14:00,Monitor,Resolved
ALT000735,T024396,A0428,A0309,327131,76.75,HIGH,Medium Risk Alert,2025-01-01 21:15:00,Monitor,Open
ALT000736,T024467,A0394,A0465,458267,85.37,HIGH,High Risk Alert,2025-01-01 21:16:00,Manual Review,Under Review
ALT000737,T024480,A0429,A0220,66921,79.64,HIGH,Medium Risk Alert,2025-01-01 21:17:00,Monitor,Resolved
ALT000738,T024504,A0048,A0443,134230,89.75,HIGH,High Risk Alert,2025-01-01 21:18:00,Manual Review,Under Review
ALT000739,T024545,A0025,A0108,84325,88.95,HIGH,High Risk Alert,2025-01-01 21:19:00,Manual Review,Open
ALT000740,T024557,A0110,A0344,128288,92.5,HIGH,Critical Fraud Alert,2025-01-01 21:20:00,Block Transaction,Open
ALT000741,T024572,A0195,A0056,192257,91.75,HIGH,Critical Fraud Alert,2025-01-01 21:21:00,Block Transaction,Resolved
ALT000742,T024706,A0470,A0024,81511,83.09,HIGH,High Risk Alert,2025-01-01 21:22:00,Manual Review,Resolved
ALT000743,T024708,A0138,A0394,81670,82.98,HIGH,High Risk Alert,2025-01-01 21:23:00,Manual Review,Open
ALT000744,T024721,A0034,A0126,235975,76.75,HIGH,Medium Risk Alert,2025-01-01 21:24:00,Monitor,Under Review
ALT000745,T024750,A0110,A0024,133568,92.75,HIGH,Critical Fraud Alert,2025-01-01 21:25:00,Block Transaction,Open
ALT000746,T024782,A0115,A0104,203559,78.0,HIGH,Medium Risk Alert,2025-01-01 21:26:00,Monitor,Under Review
ALT000747,T024783,A0175,A0491,196307,89.85,HIGH,High Risk Alert,2025-01-01 21:27:00,Manual Review,Open
ALT000748,T024808,A0262,A0024,115493,81.64,HIGH,High Risk Alert,2025-01-01 21:28:00,Manual Review,Open
ALT000749,T024837,A0287,A0257,111747,85.13,HIGH,High Risk Alert,2025-01-01 21:29:00,Manual Review,Open
ALT000750,T024883,A0383,A0024,105787,93.0,HIGH,Critical Fraud Alert,2025-01-01 21:30:00,Block Transaction,Open
ALT000751,T024894,A0010,A0491,126917,90.25,HIGH,Critical Fraud Alert,2025-01-01 21:31:00,Block Transaction,Resolved
ALT000752,T024916,A0066,A0257,135419,87.23,HIGH,High Risk Alert,2025-01-01 21:32:00,Manual Review,Resolved
ALT000753,T024932,A0356,A0347,91450,93.0,HIGH,Critical Fraud Alert,2025-01-01 21:33:00,Block Transaction,Under Review
ALT000754,T024972,A0262,A0373,388996,76.5,HIGH,Medium Risk Alert,2025-01-01 21:34:00,Monitor,Open
ALT000755,T025017,A0446,A0234,107585,90.25,HIGH,Critical Fraud Alert,2025-01-01 21:35:00,Block Transaction,Resolved
ALT000756,T025085,A0496,A0234,195548,93.0,HIGH,Critical Fraud Alert,2025-01-01 21:36:00,Block Transaction,Under Review
ALT000757,T025087,A0292,A0079,86325,93.75,HIGH,Critical Fraud Alert,2025-01-01 21:37:00,Block Transaction,Under Review
ALT000758,T025123,A0226,A0465,155705,88.75,HIGH,High Risk Alert,2025-01-01 21:38:00,Manual Review,Open
ALT000759,T025131,A0021,A0109,102137,90.08,HIGH,Critical Fraud Alert,2025-01-01 21:39:00,Block Transaction,Resolved
ALT000760,T025154,A0401,A0220,148719,90.5,HIGH,Critical Fraud Alert,2025-01-01 21:40:00,Block Transaction,Resolved
ALT000761,T025158,A0263,A0024,198908,91.25,HIGH,Critical Fraud Alert,2025-01-01 21:41:00,Block Transaction,Under Review
ALT000762,T025159,A0450,A0109,132426,92.5,HIGH,Critical Fraud Alert,2025-01-01 21:42:00,Block Transaction,Open
ALT000763,T025167,A0015,A0394,123532,92.25,HIGH,Critical Fraud Alert,2025-01-01 21:43:00,Block Transaction,Under Review
ALT000764,T025193,A0032,A0394,170998,94.5,HIGH,Critical Fraud Alert,2025-01-01 21:44:00,Block Transaction,Under Review
ALT000765,T025223,A0243,A0254,75408,93.5,HIGH,Critical Fraud Alert,2025-01-01 21:45:00,Block Transaction,Resolved
ALT000766,T025235,A0242,A0024,148221,89.75,HIGH,High Risk Alert,2025-01-01 21:46:00,Manual Review,Under Review
ALT000767,T025238,A0440,A0108,164590,89.73,HIGH,High Risk Alert,2025-01-01 21:47:00,Manual Review,Under Review
ALT000768,T025249,A0119,A0012,263083,82.0,HIGH,High Risk Alert,2025-01-01 21:48:00,Manual Review,Under Review
ALT000769,T025263,A0186,A0237,99454,85.26,HIGH,High Risk Alert,2025-01-01 21:49:00,Manual Review,Under Review
ALT000770,T025410,A0346,A0109,119576,89.0,HIGH,High Risk Alert,2025-01-01 21:50:00,Manual Review,Resolved
ALT000771,T025414,A0493,A0440,161596,75.0,HIGH,Medium Risk Alert,2025-01-01 21:51:00,Monitor,Under Review
ALT000772,T025418,A0459,A0394,76224,85.19,HIGH,High Risk Alert,2025-01-01 21:52:00,Manual Review,Under Review
ALT000773,T025421,A0395,A0349,194654,77.75,HIGH,Medium Risk Alert,2025-01-01 21:53:00,Monitor,Under Review
ALT000774,T025428,A0488,A0188,347111,77.0,HIGH,Medium Risk Alert,2025-01-01 21:54:00,Monitor,Under Review
ALT000775,T025433,A0467,A0433,185162,94.5,HIGH,Critical Fraud Alert,2025-01-01 21:55:00,Block Transaction,Open
ALT000776,T025480,A0377,A0394,99265,89.1,HIGH,High Risk Alert,2025-01-01 21:56:00,Manual Review,Open
ALT000777,T025488,A0026,A0108,183308,88.06,HIGH,High Risk Alert,2025-01-01 21:57:00,Manual Review,Open
ALT000778,T025541,A0210,A0491,124069,85.63,HIGH,High Risk Alert,2025-01-01 21:58:00,Manual Review,Open
ALT000779,T025554,A0019,A0470,273223,77.5,HIGH,Medium Risk Alert,2025-01-01 21:59:00,Monitor,Open
ALT000780,T025559,A0470,A0088,147311,90.5,HIGH,Critical Fraud Alert,2025-01-01 22:00:00,Block Transaction,Open
ALT000781,T025560,A0143,A0237,173818,91.5,HIGH,Critical Fraud Alert,2025-01-01 22:01:00,Block Transaction,Under Review
ALT000782,T025619,A0263,A0257,107022,86.54,HIGH,High Risk Alert,2025-01-01 22:02:00,Manual Review,Under Review
ALT000783,T025640,A0461,A0285,149200,91.75,HIGH,Critical Fraud Alert,2025-01-01 22:03:00,Block Transaction,Open
ALT000784,T025652,A0361,A0177,144263,93.5,HIGH,Critical Fraud Alert,2025-01-01 22:04:00,Block Transaction,Open
ALT000785,T025657,A0327,A0304,230391,76.75,HIGH,Medium Risk Alert,2025-01-01 22:05:00,Monitor,Under Review
ALT000786,T025673,A0267,A0257,141781,94.0,HIGH,Critical Fraud Alert,2025-01-01 22:06:00,Block Transaction,Open
ALT000787,T025764,A0166,A0234,74422,79.2,HIGH,Medium Risk Alert,2025-01-01 22:07:00,Monitor,Open
ALT000788,T025781,A0112,A0443,173968,90.5,HIGH,Critical Fraud Alert,2025-01-01 22:08:00,Block Transaction,Under Review
ALT000789,T025824,A0123,A0153,360923,75.75,HIGH,Medium Risk Alert,2025-01-01 22:09:00,Monitor,Open
ALT000790,T025830,A0325,A0304,350126,77.25,HIGH,Medium Risk Alert,2025-01-01 22:10:00,Monitor,Open
ALT000791,T025877,A0044,A0238,87263,88.05,HIGH,High Risk Alert,2025-01-01 22:11:00,Manual Review,Open
ALT000792,T025879,A0081,A0299,147147,89.5,HIGH,High Risk Alert,2025-01-01 22:12:00,Manual Review,Open
ALT000793,T025883,A0301,A0220,85540,82.78,HIGH,High Risk Alert,2025-01-01 22:13:00,Manual Review,Open
ALT000794,T025943,A0170,A0088,64651,84.92,HIGH,High Risk Alert,2025-01-01 22:14:00,Manual Review,Open
ALT000795,T025956,A0316,A0315,259952,83.75,HIGH,High Risk Alert,2025-01-01 22:15:00,Manual Review,Open
ALT000796,T025978,A0012,A0238,131163,89.5,HIGH,High Risk Alert,2025-01-01 22:16:00,Manual Review,Open
ALT000797,T026012,A0364,A0079,190231,92.25,HIGH,Critical Fraud Alert,2025-01-01 22:17:00,Block Transaction,Open
ALT000798,T026017,A0021,A0252,139352,80.75,HIGH,High Risk Alert,2025-01-01 22:18:00,Manual Review,Open
ALT000799,T026023,A0305,A0433,133112,88.75,HIGH,High Risk Alert,2025-01-01 22:19:00,Manual Review,Open
ALT000800,T026029,A0366,A0236,177540,76.34,HIGH,Medium Risk Alert,2025-01-01 22:20:00,Monitor,Open
ALT000801,T026074,A0204,A0271,301295,80.5,HIGH,High Risk Alert,2025-01-01 22:21:00,Manual Review,Open
ALT000802,T026105,A0200,A0491,122414,91.25,HIGH,Critical Fraud Alert,2025-01-01 22:22:00,Block Transaction,Under Review
ALT000803,T026108,A0176,A0394,364276,91.0,HIGH,Critical Fraud Alert,2025-01-01 22:23:00,Block Transaction,Open
ALT000804,T026122,A0272,A0315,347460,81.5,HIGH,High Risk Alert,2025-01-01 22:24:00,Manual Review,Under Review
ALT000805,T026132,A0128,A0056,50126,77.55,HIGH,Medium Risk Alert,2025-01-01 22:25:00,Monitor,Under Review
ALT000806,T026149,A0477,A0257,140102,91.62,HIGH,Critical Fraud Alert,2025-01-01 22:26:00,Block Transaction,Open
ALT000807,T026189,A0403,A0475,204937,76.25,HIGH,Medium Risk Alert,2025-01-01 22:27:00,Monitor,Open
ALT000808,T026232,A0486,A0252,358531,84.0,HIGH,High Risk Alert,2025-01-01 22:28:00,Manual Review,Under Review
ALT000809,T026298,A0463,A0299,134545,89.5,HIGH,High Risk Alert,2025-01-01 22:29:00,Manual Review,Open
ALT000810,T026335,A0222,A0457,174099,90.5,HIGH,Critical Fraud Alert,2025-01-01 22:30:00,Block Transaction,Open
ALT000811,T026357,A0170,A0122,212126,81.0,HIGH,High Risk Alert,2025-01-01 22:31:00,Manual Review,Under Review
ALT000812,T026367,A0078,A0433,139752,85.04,HIGH,High Risk Alert,2025-01-01 22:32:00,Manual Review,Under Review
ALT000813,T026376,A0360,A0257,137848,86.63,HIGH,High Risk Alert,2025-01-01 22:33:00,Manual Review,Open
ALT000814,T026424,A0244,A0394,179721,91.0,HIGH,Critical Fraud Alert,2025-01-01 22:34:00,Block Transaction,Open
ALT000815,T026443,A0090,A0065,174663,93.5,HIGH,Critical Fraud Alert,2025-01-01 22:35:00,Block Transaction,Under Review
ALT000816,T026446,A0038,A0056,91896,87.69,HIGH,High Risk Alert,2025-01-01 22:36:00,Manual Review,Open
ALT000817,T026455,A0485,A0237,180837,92.5,HIGH,Critical Fraud Alert,2025-01-01 22:37:00,Block Transaction,Open
ALT000818,T026547,A0211,A0268,227523,77.25,HIGH,Medium Risk Alert,2025-01-01 22:38:00,Monitor,Open
ALT000819,T026569,A0206,A0023,398409,80.25,HIGH,High Risk Alert,2025-01-01 22:39:00,Manual Review,Open
ALT000820,T026599,A0163,A0021,246710,79.45,HIGH,Medium Risk Alert,2025-01-01 22:40:00,Monitor,Under Review
ALT000821,T026643,A0260,A0483,79602,84.13,HIGH,High Risk Alert,2025-01-01 22:41:00,Manual Review,Under Review
ALT000822,T026663,A0266,A0285,181291,90.0,HIGH,Critical Fraud Alert,2025-01-01 22:42:00,Block Transaction,Resolved
ALT000823,T026683,A0202,A0004,160034,91.25,HIGH,Critical Fraud Alert,2025-01-01 22:43:00,Block Transaction,Resolved
ALT000824,T026705,A0181,A0465,101514,82.26,HIGH,High Risk Alert,2025-01-01 22:44:00,Manual Review,Under Review
ALT000825,T026732,A0078,A0024,175859,89.63,HIGH,High Risk Alert,2025-01-01 22:45:00,Manual Review,Open
ALT000826,T026734,A0280,A0056,168937,91.0,HIGH,Critical Fraud Alert,2025-01-01 22:46:00,Block Transaction,Open
ALT000827,T026752,A0273,A0299,56719,78.37,HIGH,Medium Risk Alert,2025-01-01 22:47:00,Monitor,Under Review
ALT000828,T026797,A0166,A0024,70992,75.93,HIGH,Medium Risk Alert,2025-01-01 22:48:00,Monitor,Open
ALT000829,T026930,A0081,A0433,159464,90.25,HIGH,Critical Fraud Alert,2025-01-01 22:49:00,Block Transaction,Open
ALT000830,T026943,A0477,A0308,102756,81.91,HIGH,High Risk Alert,2025-01-01 22:50:00,Manual Review,Resolved
ALT000831,T026967,A0050,A0249,208311,80.25,HIGH,High Risk Alert,2025-01-01 22:51:00,Manual Review,Open
ALT000832,T026987,A0194,A0106,462758,79.75,HIGH,Medium Risk Alert,2025-01-01 22:52:00,Monitor,Open
ALT000833,T027011,A0371,A0257,164740,91.34,HIGH,Critical Fraud Alert,2025-01-01 22:53:00,Block Transaction,Under Review
ALT000834,T027023,A0370,A0205,340017,79.0,HIGH,Medium Risk Alert,2025-01-01 22:54:00,Monitor,Open
ALT000835,T027035,A0115,A0237,76822,89.21,HIGH,High Risk Alert,2025-01-01 22:55:00,Manual Review,Open
ALT000836,T027045,A0026,A0491,130446,80.98,HIGH,High Risk Alert,2025-01-01 22:56:00,Manual Review,Under Review
ALT000837,T027122,A0163,A0238,477053,91.5,HIGH,Critical Fraud Alert,2025-01-01 22:57:00,Block Transaction,Under Review
ALT000838,T027194,A0009,A0394,197909,93.5,HIGH,Critical Fraud Alert,2025-01-01 22:58:00,Block Transaction,Resolved
ALT000839,T027251,A0305,A0095,415112,80.75,HIGH,High Risk Alert,2025-01-01 22:59:00,Manual Review,Open
ALT000840,T027261,A0426,A0465,133115,89.5,HIGH,High Risk Alert,2025-01-01 23:00:00,Manual Review,Resolved
ALT000841,T027279,A0337,A0347,124443,92.25,HIGH,Critical Fraud Alert,2025-01-01 23:01:00,Block Transaction,Open
ALT000842,T027337,A0069,A0254,59373,87.9,HIGH,High Risk Alert,2025-01-01 23:02:00,Manual Review,Under Review
ALT000843,T027370,A0210,A0344,150755,87.6,HIGH,High Risk Alert,2025-01-01 23:03:00,Manual Review,Under Review
ALT000844,T027374,A0030,A0285,190430,89.5,HIGH,High Risk Alert,2025-01-01 23:04:00,Manual Review,Open
ALT000845,T027385,A0002,A0285,123537,91.0,HIGH,Critical Fraud Alert,2025-01-01 23:05:00,Block Transaction,Open
ALT000846,T027407,A0333,A0065,120245,93.27,HIGH,Critical Fraud Alert,2025-01-01 23:06:00,Block Transaction,Under Review
ALT000847,T027435,A0139,A0308,122009,84.37,HIGH,High Risk Alert,2025-01-01 23:07:00,Manual Review,Open
ALT000848,T027442,A0149,A0238,159740,93.5,HIGH,Critical Fraud Alert,2025-01-01 23:08:00,Block Transaction,Under Review
ALT000849,T027473,A0165,A0420,436389,75.25,HIGH,Medium Risk Alert,2025-01-01 23:09:00,Monitor,Open
ALT000850,T027481,A0403,A0344,109519,91.95,HIGH,Critical Fraud Alert,2025-01-01 23:10:00,Block Transaction,Open
ALT000851,T027540,A0260,A0095,304370,78.0,HIGH,Medium Risk Alert,2025-01-01 23:11:00,Monitor,Resolved
ALT000852,T027552,A0054,A0484,109962,76.75,HIGH,Medium Risk Alert,2025-01-01 23:12:00,Monitor,Open
ALT000853,T027557,A0027,A0056,108093,90.57,HIGH,Critical Fraud Alert,2025-01-01 23:13:00,Block Transaction,Under Review
ALT000854,T027566,A0138,A0079,84383,80.43,HIGH,High Risk Alert,2025-01-01 23:14:00,Manual Review,Under Review
ALT000855,T027576,A0463,A0383,451620,76.75,HIGH,Medium Risk Alert,2025-01-01 23:15:00,Monitor,Open
ALT000856,T027611,A0095,A0394,135472,93.75,HIGH,Critical Fraud Alert,2025-01-01 23:16:00,Block Transaction,Resolved
ALT000857,T027649,A0148,A0004,96410,80.61,HIGH,High Risk Alert,2025-01-01 23:17:00,Manual Review,Open
ALT000858,T027655,A0071,A0443,159291,93.5,HIGH,Critical Fraud Alert,2025-01-01 23:18:00,Block Transaction,Open
ALT000859,T027672,A0467,A0328,58996,79.41,HIGH,Medium Risk Alert,2025-01-01 23:19:00,Monitor,Open
ALT000860,T027753,A0154,A0278,258059,86.0,HIGH,High Risk Alert,2025-01-01 23:20:00,Manual Review,Open
ALT000861,T027773,A0427,A0254,272630,92.0,HIGH,Critical Fraud Alert,2025-01-01 23:21:00,Block Transaction,Open
ALT000862,T027788,A0183,A0238,88327,90.91,HIGH,Critical Fraud Alert,2025-01-01 23:22:00,Block Transaction,Open
ALT000863,T027820,A0492,A0065,72770,83.14,HIGH,High Risk Alert,2025-01-01 23:23:00,Manual Review,Open
ALT000864,T027839,A0430,A0238,55351,80.79,HIGH,High Risk Alert,2025-01-01 23:24:00,Manual Review,Resolved
ALT000865,T027872,A0198,A0011,71482,88.84,HIGH,High Risk Alert,2025-01-01 23:25:00,Manual Review,Resolved
ALT000866,T027907,A0069,A0328,103007,89.5,HIGH,High Risk Alert,2025-01-01 23:26:00,Manual Review,Open
ALT000867,T027963,A0326,A0463,165128,77.25,HIGH,Medium Risk Alert,2025-01-01 23:27:00,Monitor,Under Review
ALT000868,T027971,A0105,A0108,128642,83.19,HIGH,High Risk Alert,2025-01-01 23:28:00,Manual Review,Resolved
ALT000869,T027984,A0042,A0177,155980,85.66,HIGH,High Risk Alert,2025-01-01 23:29:00,Manual Review,Resolved
ALT000870,T027999,A0095,A0238,109580,94.0,HIGH,Critical Fraud Alert,2025-01-01 23:30:00,Block Transaction,Under Review
ALT000871,T028003,A0182,A0237,135618,89.75,HIGH,High Risk Alert,2025-01-01 23:31:00,Manual Review,Open
ALT000872,T028008,A0327,A0491,60641,78.73,HIGH,Medium Risk Alert,2025-01-01 23:32:00,Monitor,Under Review
ALT000873,T028042,A0134,A0347,111554,91.25,HIGH,Critical Fraud Alert,2025-01-01 23:33:00,Block Transaction,Resolved
ALT000874,T028059,A0053,A0257,105047,90.0,HIGH,Critical Fraud Alert,2025-01-01 23:34:00,Block Transaction,Resolved
ALT000875,T028070,A0030,A0011,116257,90.0,HIGH,Critical Fraud Alert,2025-01-01 23:35:00,Block Transaction,Open
ALT000876,T028075,A0158,A0238,112777,80.04,HIGH,High Risk Alert,2025-01-01 23:36:00,Manual Review,Open
ALT000877,T028088,A0182,A0257,98600,94.25,HIGH,Critical Fraud Alert,2025-01-01 23:37:00,Block Transaction,Open
ALT000878,T028132,A0001,A0285,105158,90.0,HIGH,Critical Fraud Alert,2025-01-01 23:38:00,Block Transaction,Under Review
ALT000879,T028166,A0131,A0056,51246,77.09,HIGH,Medium Risk Alert,2025-01-01 23:39:00,Monitor,Under Review
ALT000880,T028184,A0393,A0483,52501,78.66,HIGH,Medium Risk Alert,2025-01-01 23:40:00,Monitor,Under Review
ALT000881,T028186,A0081,A0285,97216,88.78,HIGH,High Risk Alert,2025-01-01 23:41:00,Manual Review,Under Review
ALT000882,T028289,A0073,A0328,114612,80.37,HIGH,High Risk Alert,2025-01-01 23:42:00,Manual Review,Open
ALT000883,T028297,A0371,A0056,112557,86.21,HIGH,High Risk Alert,2025-01-01 23:43:00,Manual Review,Under Review
ALT000884,T028356,A0341,A0220,160542,89.5,HIGH,High Risk Alert,2025-01-01 23:44:00,Manual Review,Resolved
ALT000885,T028451,A0089,A0238,97848,83.05,HIGH,High Risk Alert,2025-01-01 23:45:00,Manual Review,Open
ALT000886,T028555,A0303,A0433,149728,90.25,HIGH,Critical Fraud Alert,2025-01-01 23:46:00,Block Transaction,Open
ALT000887,T028560,A0161,A0299,159352,89.75,HIGH,High Risk Alert,2025-01-01 23:47:00,Manual Review,Under Review
