pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
Circular Transfer,A0245,A0207,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0022,A0005,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0007,A0372,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0254,A0099,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0107,A0305,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0282,A0003,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0136,A0110,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0260,A0095,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0197,A0429,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0313,A0214,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0355,A0215,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0435,A0074,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0047,A0247,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0042,A0383,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0325,A0098,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0046,A0056,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0050,A0457,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0313,A0006,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0164,A0111,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0237,A0252,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0111,A0333,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0417,A0028,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0440,A0236,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0245,A0493,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0271,A0213,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0300,A0431,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0340,A0425,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0478,A0169,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0007,A0461,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0002,A0185,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0460,A0393,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0401,A0097,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0401,A0498,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0265,A0061,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0440,A0058,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0473,A0409,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0174,A0212,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0019,A0157,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0350,A0119,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0366,A0090,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0491,A0175,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0085,A0249,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0108,A0252,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0462,A0446,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0377,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0447,A0104,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0037,A0480,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0275,A0032,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0470,A0133,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0374,A0228,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0061,A0238,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0116,A0331,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0074,A0250,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0068,A0376,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0116,A0130,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0461,A0055,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0239,A0018,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0331,A0282,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0365,A0060,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0497,A0206,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0183,A0470,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0198,A0420,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0271,A0001,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0099,A0217,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0204,A0340,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0047,A0238,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0109,A0205,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0092,A0184,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0294,A0007,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0028,A0285,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0267,A0268,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0157,A0113,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0373,A0151,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0228,A0021,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0210,A0435,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0190,A0108,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0028,A0247,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0387,A0313,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0339,A0018,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0140,A0364,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0353,A0332,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0327,A0197,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0171,A0358,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0288,A0169,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0180,A0481,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0434,A0421,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0277,A0097,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0440,A0007,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0277,A0431,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0447,A0464,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0437,A0142,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0334,A0482,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0113,A0042,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0063,A0155,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0498,A0173,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0245,A0481,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0332,A0246,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0253,A0241,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0147,A0053,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0403,A0054,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0238,A0054,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0411,A0130,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0198,A0257,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0218,A0321,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0037,A0124,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0165,A0175,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0007,A0472,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0413,A0106,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0064,A0063,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0466,A0183,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0414,A0033,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0074,A0204,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0458,A0318,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0237,A0285,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0410,A0380,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0102,A0069,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0338,A0158,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0045,A0083,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0073,A0149,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0399,A0157,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0462,A0078,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0401,A0173,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0295,A0449,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0278,A0091,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0095,A0367,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0220,A0199,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0146,A0295,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0205,A0383,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0361,A0158,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0106,A0198,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0214,A0057,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0393,A0446,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0215,A0280,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0247,A0147,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0242,A0468,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0432,A0034,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0010,A0016,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0485,A0455,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0118,A0084,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0221,A0192,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0373,A0342,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0439,A0470,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0372,A0426,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0267,A0484,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0208,A0439,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0009,A0126,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0282,A0340,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0308,A0152,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0440,A0122,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0099,A0036,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0034,A0276,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0067,A0458,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0486,A0330,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0252,A0232,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0050,A0230,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0307,A0262,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0024,A0092,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0262,A0220,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0373,A0444,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0082,A0235,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0010,A0203,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0297,A0058,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0249,A0146,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0434,A0205,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0306,A0147,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0480,A0413,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0107,A0348,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0256,A0214,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0035,A0085,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0391,A0440,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0045,A0024,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0276,A0009,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0099,A0021,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0094,A0077,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0436,A0253,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0438,A0465,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0133,A0275,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0340,A0225,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0224,A0095,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0357,A0369,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0088,A0192,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0304,A0031,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0318,A0213,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0084,A0123,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0186,A0424,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0486,A0497,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0463,A0030,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0253,A0171,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0135,A0059,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0246,A0012,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0261,A0476,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0373,A0022,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0201,A0384,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0234,A0021,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0085,A0262,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0477,A0220,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0445,A0382,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0130,A0473,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0426,A0037,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0383,A0162,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0168,A0272,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0353,A0249,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0455,A0243,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0013,A0312,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0225,A0261,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0410,A0187,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0427,A0265,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0316,A0030,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0083,A0468,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0308,A0234,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0382,A0258,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0280,A0015,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0225,A0378,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0441,A0101,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0147,A0204,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0234,A0377,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0373,A0026,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0394,A0056,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0127,A0465,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0091,A0086,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0234,A0245,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0033,A0143,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0249,A0296,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0299,A0288,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0398,A0009,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0085,A0315,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0446,A0200,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0225,A0056,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0152,A0417,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0314,A0500,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0055,A0221,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0432,A0150,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0319,A0115,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0480,A0168,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0106,A0276,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0242,A0481,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0070,A0030,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0227,A0265,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0362,A0384,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0242,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0375,A0454,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0065,A0222,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0220,A0050,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0110,A0341,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0409,A0123,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0267,A0439,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0260,A0482,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0331,A0185,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0169,A0082,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0488,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0306,A0113,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0409,A0327,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0129,A0417,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0145,A0337,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0268,A0414,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0494,A0495,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0341,A0182,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0108,A0028,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0061,A0091,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0379,A0256,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0021,A0122,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0415,A0451,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0003,A0169,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0002,A0179,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0098,A0359,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0271,A0144,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0467,A0086,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0387,A0494,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0402,A0268,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0120,A0171,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0395,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0397,A0235,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0187,A0459,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0456,A0221,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0098,A0020,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0376,A0027,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0200,A0202,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0203,A0084,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0116,A0380,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0213,A0331,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0165,A0481,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0108,A0071,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0158,A0150,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0439,A0399,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0340,A0029,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0077,A0079,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0165,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0279,A0383,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0092,A0124,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0319,A0252,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0323,A0461,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0313,A0329,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0019,A0306,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0095,A0492,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0297,A0382,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0352,A0297,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0272,A0466,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0048,A0500,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0042,A0335,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0069,A0285,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0332,A0193,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0236,A0112,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0124,A0405,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0472,A0005,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0330,A0134,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0277,A0416,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0014,A0063,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0411,A0005,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0311,A0412,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0017,A0490,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0046,A0475,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0136,A0190,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0302,A0234,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0359,A0464,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0326,A0020,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0035,A0157,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0209,A0199,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0419,A0219,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0458,A0406,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0497,A0346,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0097,A0181,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0415,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0425,A0293,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0426,A0333,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0268,A0270,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0166,A0268,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0394,A0465,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0231,A0099,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0134,A0096,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0389,A0447,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0240,A0330,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0043,A0139,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0142,A0031,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0240,A0257,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0011,A0402,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0431,A0181,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0435,A0207,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0141,A0432,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0079,A0373,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0397,A0094,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0130,A0171,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0303,A0383,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0389,A0276,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0434,A0486,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0255,A0484,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0225,A0075,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0157,A0079,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0081,A0270,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0079,A0338,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0337,A0023,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0451,A0492,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0117,A0373,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0141,A0319,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0152,A0027,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0202,A0457,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0317,A0074,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0429,A0181,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0292,A0327,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0192,A0179,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0163,A0168,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0472,A0463,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0099,A0464,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0374,A0269,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0014,A0277,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0312,A0364,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0381,A0373,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0292,A0420,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0233,A0350,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0201,A0475,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0293,A0269,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0452,A0377,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0070,A0001,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0066,A0444,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0364,A0120,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0415,A0482,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0412,A0134,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0450,A0352,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0358,A0330,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0271,A0109,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0083,A0113,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0241,A0394,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0132,A0298,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0265,A0210,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0095,A0291,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0058,A0391,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0124,A0246,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0066,A0187,2,,HIGH,Bi-directional money flow detected
