id,pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
3604,Circular Transfer,A0005,A0200,2,,HIGH,Bi-directional money flow detected
3605,Circular Transfer,A0059,A0075,2,,HIGH,Bi-directional money flow detected
3606,Circular Transfer,A0328,A0149,2,,HIGH,Bi-directional money flow detected
3607,Circular Transfer,A0077,A0185,2,,HIGH,Bi-directional money flow detected
3608,Circular Transfer,A0454,A0427,2,,HIGH,Bi-directional money flow detected
3609,Circular Transfer,A0417,A0332,2,,HIGH,Bi-directional money flow detected
3610,Circular Transfer,A0472,A0188,2,,HIGH,Bi-directional money flow detected
3611,Circular Transfer,A0378,A0357,2,,HIGH,Bi-directional money flow detected
3612,Circular Transfer,A0369,A0274,2,,HIGH,Bi-directional money flow detected
3613,Circular Transfer,A0018,A0403,2,,HIGH,Bi-directional money flow detected
3614,Circular Transfer,A0297,A0442,2,,HIGH,Bi-directional money flow detected
3615,Circular Transfer,A0398,A0081,2,,HIGH,Bi-directional money flow detected
3616,Circular Transfer,A0152,A0341,2,,HIGH,Bi-directional money flow detected
3617,Circular Transfer,A0297,A0031,2,,HIGH,Bi-directional money flow detected
3618,Circular Transfer,A0390,A0397,2,,HIGH,Bi-directional money flow detected
3619,Circular Transfer,A0500,A0365,2,,HIGH,Bi-directional money flow detected
3620,Circular Transfer,A0490,A0409,2,,HIGH,Bi-directional money flow detected
3621,Circular Transfer,A0056,A0476,2,,HIGH,Bi-directional money flow detected
3622,Circular Transfer,A0374,A0088,2,,HIGH,Bi-directional money flow detected
3623,Circular Transfer,A0079,A0008,2,,HIGH,Bi-directional money flow detected
3624,Circular Transfer,A0159,A0184,2,,HIGH,Bi-directional money flow detected
3625,Circular Transfer,A0168,A0046,2,,HIGH,Bi-directional money flow detected
3626,Circular Transfer,A0149,A0136,2,,HIGH,Bi-directional money flow detected
3627,Circular Transfer,A0058,A0367,2,,HIGH,Bi-directional money flow detected
3628,Circular Transfer,A0291,A0440,2,,HIGH,Bi-directional money flow detected
3629,Circular Transfer,A0050,A0432,2,,HIGH,Bi-directional money flow detected
3630,Circular Transfer,A0071,A0083,2,,HIGH,Bi-directional money flow detected
3631,Circular Transfer,A0458,A0009,2,,HIGH,Bi-directional money flow detected
3632,Circular Transfer,A0457,A0390,2,,HIGH,Bi-directional money flow detected
3633,Circular Transfer,A0053,A0084,2,,HIGH,Bi-directional money flow detected
3634,Circular Transfer,A0489,A0424,2,,HIGH,Bi-directional money flow detected
3635,Circular Transfer,A0252,A0061,2,,HIGH,Bi-directional money flow detected
3636,Circular Transfer,A0175,A0111,2,,HIGH,Bi-directional money flow detected
3637,Circular Transfer,A0450,A0495,2,,HIGH,Bi-directional money flow detected
3638,Circular Transfer,A0311,A0104,2,,HIGH,Bi-directional money flow detected
3639,Circular Transfer,A0024,A0268,2,,HIGH,Bi-directional money flow detected
3640,Circular Transfer,A0185,A0321,2,,HIGH,Bi-directional money flow detected
3641,Circular Transfer,A0333,A0355,2,,HIGH,Bi-directional money flow detected
3642,Circular Transfer,A0005,A0131,2,,HIGH,Bi-directional money flow detected
3643,Circular Transfer,A0168,A0130,2,,HIGH,Bi-directional money flow detected
3644,Circular Transfer,A0003,A0388,2,,HIGH,Bi-directional money flow detected
3645,Circular Transfer,A0409,A0374,2,,HIGH,Bi-directional money flow detected
3646,Circular Transfer,A0480,A0010,2,,HIGH,Bi-directional money flow detected
3647,Circular Transfer,A0451,A0373,2,,HIGH,Bi-directional money flow detected
3648,Circular Transfer,A0207,A0044,2,,HIGH,Bi-directional money flow detected
3649,Circular Transfer,A0406,A0098,2,,HIGH,Bi-directional money flow detected
3650,Circular Transfer,A0022,A0205,2,,HIGH,Bi-directional money flow detected
3651,Circular Transfer,A0245,A0454,2,,HIGH,Bi-directional money flow detected
3652,Circular Transfer,A0346,A0097,2,,HIGH,Bi-directional money flow detected
3653,Circular Transfer,A0004,A0257,2,,HIGH,Bi-directional money flow detected
3654,Circular Transfer,A0178,A0379,2,,HIGH,Bi-directional money flow detected
3655,Circular Transfer,A0119,A0028,2,,HIGH,Bi-directional money flow detected
3656,Circular Transfer,A0007,A0221,2,,HIGH,Bi-directional money flow detected
3657,Circular Transfer,A0292,A0265,2,,HIGH,Bi-directional money flow detected
3658,Circular Transfer,A0382,A0468,2,,HIGH,Bi-directional money flow detected
3659,Circular Transfer,A0044,A0209,2,,HIGH,Bi-directional money flow detected
3660,Circular Transfer,A0254,A0407,2,,HIGH,Bi-directional money flow detected
3661,Circular Transfer,A0491,A0200,2,,HIGH,Bi-directional money flow detected
3662,Circular Transfer,A0445,A0032,2,,HIGH,Bi-directional money flow detected
3663,Circular Transfer,A0061,A0381,2,,HIGH,Bi-directional money flow detected
3664,Circular Transfer,A0009,A0175,2,,HIGH,Bi-directional money flow detected
3665,Circular Transfer,A0098,A0369,2,,HIGH,Bi-directional money flow detected
3666,Circular Transfer,A0090,A0136,2,,HIGH,Bi-directional money flow detected
3667,Circular Transfer,A0362,A0136,2,,HIGH,Bi-directional money flow detected
3668,Circular Transfer,A0058,A0372,2,,HIGH,Bi-directional money flow detected
3669,Circular Transfer,A0057,A0200,2,,HIGH,Bi-directional money flow detected
3670,Circular Transfer,A0181,A0262,2,,HIGH,Bi-directional money flow detected
3671,Circular Transfer,A0378,A0091,2,,HIGH,Bi-directional money flow detected
3672,Circular Transfer,A0454,A0409,2,,HIGH,Bi-directional money flow detected
3673,Circular Transfer,A0007,A0006,2,,HIGH,Bi-directional money flow detected
3674,Circular Transfer,A0385,A0022,2,,HIGH,Bi-directional money flow detected
3675,Circular Transfer,A0465,A0300,2,,HIGH,Bi-directional money flow detected
3676,Circular Transfer,A0209,A0046,2,,HIGH,Bi-directional money flow detected
3677,Circular Transfer,A0239,A0169,2,,HIGH,Bi-directional money flow detected
3678,Circular Transfer,A0091,A0486,2,,HIGH,Bi-directional money flow detected
3679,Circular Transfer,A0278,A0479,2,,HIGH,Bi-directional money flow detected
3680,Circular Transfer,A0009,A0236,2,,HIGH,Bi-directional money flow detected
3681,Circular Transfer,A0257,A0411,2,,HIGH,Bi-directional money flow detected
3682,Circular Transfer,A0283,A0321,2,,HIGH,Bi-directional money flow detected
3683,Circular Transfer,A0227,A0416,2,,HIGH,Bi-directional money flow detected
3684,Circular Transfer,A0005,A0282,2,,HIGH,Bi-directional money flow detected
3685,Circular Transfer,A0452,A0229,2,,HIGH,Bi-directional money flow detected
3686,Circular Transfer,A0476,A0071,2,,HIGH,Bi-directional money flow detected
3687,Circular Transfer,A0042,A0299,2,,HIGH,Bi-directional money flow detected
3688,Circular Transfer,A0062,A0036,2,,HIGH,Bi-directional money flow detected
3689,Circular Transfer,A0483,A0211,2,,HIGH,Bi-directional money flow detected
3690,Circular Transfer,A0265,A0236,2,,HIGH,Bi-directional money flow detected
3691,Circular Transfer,A0285,A0121,2,,HIGH,Bi-directional money flow detected
3692,Circular Transfer,A0167,A0163,2,,HIGH,Bi-directional money flow detected
3693,Circular Transfer,A0143,A0419,2,,HIGH,Bi-directional money flow detected
3694,Circular Transfer,A0465,A0239,2,,HIGH,Bi-directional money flow detected
3695,Circular Transfer,A0272,A0059,2,,HIGH,Bi-directional money flow detected
3696,Circular Transfer,A0240,A0334,2,,HIGH,Bi-directional money flow detected
3697,Circular Transfer,A0385,A0460,2,,HIGH,Bi-directional money flow detected
3698,Circular Transfer,A0371,A0355,2,,HIGH,Bi-directional money flow detected
3699,Circular Transfer,A0117,A0209,2,,HIGH,Bi-directional money flow detected
3700,Circular Transfer,A0232,A0165,2,,HIGH,Bi-directional money flow detected
3701,Circular Transfer,A0341,A0485,2,,HIGH,Bi-directional money flow detected
3702,Circular Transfer,A0117,A0146,2,,HIGH,Bi-directional money flow detected
3703,Circular Transfer,A0365,A0286,2,,HIGH,Bi-directional money flow detected
3704,Circular Transfer,A0168,A0127,2,,HIGH,Bi-directional money flow detected
3705,Circular Transfer,A0126,A0291,2,,HIGH,Bi-directional money flow detected
3706,Circular Transfer,A0280,A0447,2,,HIGH,Bi-directional money flow detected
3707,Circular Transfer,A0444,A0328,2,,HIGH,Bi-directional money flow detected
3708,Circular Transfer,A0051,A0298,2,,HIGH,Bi-directional money flow detected
3709,Circular Transfer,A0123,A0100,2,,HIGH,Bi-directional money flow detected
3710,Circular Transfer,A0067,A0155,2,,HIGH,Bi-directional money flow detected
3711,Circular Transfer,A0141,A0138,2,,HIGH,Bi-directional money flow detected
3712,Circular Transfer,A0491,A0095,2,,HIGH,Bi-directional money flow detected
3713,Circular Transfer,A0198,A0384,2,,HIGH,Bi-directional money flow detected
3714,Circular Transfer,A0289,A0271,2,,HIGH,Bi-directional money flow detected
3715,Circular Transfer,A0223,A0182,2,,HIGH,Bi-directional money flow detected
3716,Circular Transfer,A0113,A0146,2,,HIGH,Bi-directional money flow detected
3717,Circular Transfer,A0057,A0125,2,,HIGH,Bi-directional money flow detected
3718,Circular Transfer,A0110,A0101,2,,HIGH,Bi-directional money flow detected
3719,Circular Transfer,A0445,A0095,2,,HIGH,Bi-directional money flow detected
3720,Circular Transfer,A0143,A0487,2,,HIGH,Bi-directional money flow detected
3721,Circular Transfer,A0361,A0020,2,,HIGH,Bi-directional money flow detected
3722,Circular Transfer,A0374,A0093,2,,HIGH,Bi-directional money flow detected
3723,Circular Transfer,A0206,A0447,2,,HIGH,Bi-directional money flow detected
3724,Circular Transfer,A0121,A0449,2,,HIGH,Bi-directional money flow detected
3725,Circular Transfer,A0453,A0404,2,,HIGH,Bi-directional money flow detected
3726,Circular Transfer,A0241,A0254,2,,HIGH,Bi-directional money flow detected
3727,Circular Transfer,A0203,A0077,2,,HIGH,Bi-directional money flow detected
3728,Circular Transfer,A0441,A0195,2,,HIGH,Bi-directional money flow detected
3729,Circular Transfer,A0251,A0445,2,,HIGH,Bi-directional money flow detected
3730,Circular Transfer,A0441,A0278,2,,HIGH,Bi-directional money flow detected
3731,Circular Transfer,A0484,A0098,2,,HIGH,Bi-directional money flow detected
3732,Circular Transfer,A0191,A0053,2,,HIGH,Bi-directional money flow detected
3733,Circular Transfer,A0256,A0249,2,,HIGH,Bi-directional money flow detected
3734,Circular Transfer,A0378,A0348,2,,HIGH,Bi-directional money flow detected
3735,Circular Transfer,A0363,A0457,2,,HIGH,Bi-directional money flow detected
3736,Circular Transfer,A0242,A0125,2,,HIGH,Bi-directional money flow detected
3737,Circular Transfer,A0448,A0449,2,,HIGH,Bi-directional money flow detected
3738,Circular Transfer,A0156,A0146,2,,HIGH,Bi-directional money flow detected
3739,Circular Transfer,A0428,A0458,2,,HIGH,Bi-directional money flow detected
3740,Circular Transfer,A0313,A0285,2,,HIGH,Bi-directional money flow detected
3741,Circular Transfer,A0259,A0433,2,,HIGH,Bi-directional money flow detected
3742,Circular Transfer,A0300,A0336,2,,HIGH,Bi-directional money flow detected
3743,Circular Transfer,A0226,A0328,2,,HIGH,Bi-directional money flow detected
3744,Circular Transfer,A0057,A0295,2,,HIGH,Bi-directional money flow detected
3745,Circular Transfer,A0237,A0236,2,,HIGH,Bi-directional money flow detected
3746,Circular Transfer,A0089,A0321,2,,HIGH,Bi-directional money flow detected
3747,Circular Transfer,A0066,A0198,2,,HIGH,Bi-directional money flow detected
3748,Circular Transfer,A0452,A0386,2,,HIGH,Bi-directional money flow detected
3749,Circular Transfer,A0487,A0252,2,,HIGH,Bi-directional money flow detected
3750,Circular Transfer,A0154,A0472,2,,HIGH,Bi-directional money flow detected
3751,Circular Transfer,A0255,A0336,2,,HIGH,Bi-directional money flow detected
3752,Circular Transfer,A0251,A0429,2,,HIGH,Bi-directional money flow detected
3753,Circular Transfer,A0473,A0452,2,,HIGH,Bi-directional money flow detected
3754,Circular Transfer,A0269,A0157,2,,HIGH,Bi-directional money flow detected
3755,Circular Transfer,A0356,A0484,2,,HIGH,Bi-directional money flow detected
3756,Circular Transfer,A0424,A0325,2,,HIGH,Bi-directional money flow detected
3757,Circular Transfer,A0213,A0216,2,,HIGH,Bi-directional money flow detected
3758,Circular Transfer,A0102,A0398,2,,HIGH,Bi-directional money flow detected
3759,Circular Transfer,A0467,A0003,2,,HIGH,Bi-directional money flow detected
3760,Circular Transfer,A0203,A0341,2,,HIGH,Bi-directional money flow detected
3761,Circular Transfer,A0487,A0266,2,,HIGH,Bi-directional money flow detected
3762,Circular Transfer,A0150,A0153,2,,HIGH,Bi-directional money flow detected
3763,Circular Transfer,A0397,A0181,2,,HIGH,Bi-directional money flow detected
3764,Circular Transfer,A0133,A0351,2,,HIGH,Bi-directional money flow detected
3765,Circular Transfer,A0040,A0280,2,,HIGH,Bi-directional money flow detected
3766,Circular Transfer,A0448,A0205,2,,HIGH,Bi-directional money flow detected
3767,Circular Transfer,A0220,A0225,2,,HIGH,Bi-directional money flow detected
3768,Circular Transfer,A0236,A0398,2,,HIGH,Bi-directional money flow detected
3769,Circular Transfer,A0329,A0406,2,,HIGH,Bi-directional money flow detected
3770,Circular Transfer,A0162,A0018,2,,HIGH,Bi-directional money flow detected
3771,Circular Transfer,A0236,A0157,2,,HIGH,Bi-directional money flow detected
3772,Circular Transfer,A0337,A0249,2,,HIGH,Bi-directional money flow detected
3773,Circular Transfer,A0348,A0476,2,,HIGH,Bi-directional money flow detected
3774,Circular Transfer,A0366,A0267,2,,HIGH,Bi-directional money flow detected
3775,Circular Transfer,A0008,A0241,2,,HIGH,Bi-directional money flow detected
3776,Circular Transfer,A0225,A0391,2,,HIGH,Bi-directional money flow detected
3777,Circular Transfer,A0268,A0062,2,,HIGH,Bi-directional money flow detected
3778,Circular Transfer,A0303,A0046,2,,HIGH,Bi-directional money flow detected
3779,Circular Transfer,A0265,A0047,2,,HIGH,Bi-directional money flow detected
3780,Circular Transfer,A0390,A0294,2,,HIGH,Bi-directional money flow detected
3781,Circular Transfer,A0056,A0099,2,,HIGH,Bi-directional money flow detected
3782,Circular Transfer,A0095,A0178,2,,HIGH,Bi-directional money flow detected
3783,Circular Transfer,A0445,A0412,2,,HIGH,Bi-directional money flow detected
3784,Circular Transfer,A0222,A0071,2,,HIGH,Bi-directional money flow detected
3785,Circular Transfer,A0313,A0411,2,,HIGH,Bi-directional money flow detected
3786,Circular Transfer,A0205,A0384,2,,HIGH,Bi-directional money flow detected
3787,Circular Transfer,A0333,A0178,2,,HIGH,Bi-directional money flow detected
3788,Circular Transfer,A0114,A0253,2,,HIGH,Bi-directional money flow detected
3789,Circular Transfer,A0105,A0365,2,,HIGH,Bi-directional money flow detected
3790,Circular Transfer,A0078,A0005,2,,HIGH,Bi-directional money flow detected
3791,Circular Transfer,A0384,A0110,2,,HIGH,Bi-directional money flow detected
3792,Circular Transfer,A0448,A0308,2,,HIGH,Bi-directional money flow detected
3793,Circular Transfer,A0467,A0261,2,,HIGH,Bi-directional money flow detected
3794,Circular Transfer,A0077,A0271,2,,HIGH,Bi-directional money flow detected
3795,Circular Transfer,A0232,A0475,2,,HIGH,Bi-directional money flow detected
3796,Circular Transfer,A0461,A0189,2,,HIGH,Bi-directional money flow detected
3797,Circular Transfer,A0104,A0437,2,,HIGH,Bi-directional money flow detected
3798,Circular Transfer,A0196,A0096,2,,HIGH,Bi-directional money flow detected
3799,Circular Transfer,A0498,A0386,2,,HIGH,Bi-directional money flow detected
3800,Circular Transfer,A0202,A0132,2,,HIGH,Bi-directional money flow detected
3801,Circular Transfer,A0187,A0477,2,,HIGH,Bi-directional money flow detected
3802,Circular Transfer,A0333,A0356,2,,HIGH,Bi-directional money flow detected
3803,Circular Transfer,A0175,A0390,2,,HIGH,Bi-directional money flow detected
3804,Circular Transfer,A0481,A0404,2,,HIGH,Bi-directional money flow detected
3805,Circular Transfer,A0409,A0170,2,,HIGH,Bi-directional money flow detected
3806,Circular Transfer,A0305,A0315,2,,HIGH,Bi-directional money flow detected
3807,Circular Transfer,A0407,A0470,2,,HIGH,Bi-directional money flow detected
3808,Circular Transfer,A0025,A0278,2,,HIGH,Bi-directional money flow detected
3809,Circular Transfer,A0249,A0331,2,,HIGH,Bi-directional money flow detected
3810,Circular Transfer,A0396,A0162,2,,HIGH,Bi-directional money flow detected
3811,Circular Transfer,A0500,A0139,2,,HIGH,Bi-directional money flow detected
3812,Circular Transfer,A0335,A0158,2,,HIGH,Bi-directional money flow detected
3813,Circular Transfer,A0262,A0012,2,,HIGH,Bi-directional money flow detected
3814,Circular Transfer,A0256,A0184,2,,HIGH,Bi-directional money flow detected
3815,Circular Transfer,A0177,A0420,2,,HIGH,Bi-directional money flow detected
3816,Circular Transfer,A0480,A0440,2,,HIGH,Bi-directional money flow detected
3817,Circular Transfer,A0479,A0443,2,,HIGH,Bi-directional money flow detected
3818,Circular Transfer,A0103,A0224,2,,HIGH,Bi-directional money flow detected
3819,Circular Transfer,A0238,A0205,2,,HIGH,Bi-directional money flow detected
3820,Circular Transfer,A0015,A0257,2,,HIGH,Bi-directional money flow detected
3821,Circular Transfer,A0071,A0085,2,,HIGH,Bi-directional money flow detected
3822,Circular Transfer,A0161,A0162,2,,HIGH,Bi-directional money flow detected
3823,Circular Transfer,A0389,A0369,2,,HIGH,Bi-directional money flow detected
3824,Circular Transfer,A0098,A0112,2,,HIGH,Bi-directional money flow detected
3825,Circular Transfer,A0222,A0479,2,,HIGH,Bi-directional money flow detected
3826,Circular Transfer,A0479,A0158,2,,HIGH,Bi-directional money flow detected
3827,Circular Transfer,A0088,A0415,2,,HIGH,Bi-directional money flow detected
3828,Circular Transfer,A0363,A0050,2,,HIGH,Bi-directional money flow detected
3829,Circular Transfer,A0149,A0145,2,,HIGH,Bi-directional money flow detected
3830,Circular Transfer,A0460,A0326,2,,HIGH,Bi-directional money flow detected
3831,Circular Transfer,A0015,A0118,2,,HIGH,Bi-directional money flow detected
3832,Circular Transfer,A0138,A0028,2,,HIGH,Bi-directional money flow detected
3833,Circular Transfer,A0485,A0424,2,,HIGH,Bi-directional money flow detected
3834,Circular Transfer,A0356,A0036,2,,HIGH,Bi-directional money flow detected
3835,Circular Transfer,A0113,A0100,2,,HIGH,Bi-directional money flow detected
3836,Circular Transfer,A0151,A0345,2,,HIGH,Bi-directional money flow detected
3837,Circular Transfer,A0279,A0425,2,,HIGH,Bi-directional money flow detected
3838,Circular Transfer,A0475,A0349,2,,HIGH,Bi-directional money flow detected
3839,Circular Transfer,A0127,A0421,2,,HIGH,Bi-directional money flow detected
3840,Circular Transfer,A0237,A0381,2,,HIGH,Bi-directional money flow detected
3841,Circular Transfer,A0269,A0350,2,,HIGH,Bi-directional money flow detected
3842,Circular Transfer,A0313,A0338,2,,HIGH,Bi-directional money flow detected
3843,Circular Transfer,A0333,A0088,2,,HIGH,Bi-directional money flow detected
3844,Circular Transfer,A0215,A0200,2,,HIGH,Bi-directional money flow detected
3845,Circular Transfer,A0292,A0027,2,,HIGH,Bi-directional money flow detected
3846,Circular Transfer,A0418,A0254,2,,HIGH,Bi-directional money flow detected
3847,Circular Transfer,A0044,A0351,2,,HIGH,Bi-directional money flow detected
3848,Circular Transfer,A0373,A0457,2,,HIGH,Bi-directional money flow detected
3849,Circular Transfer,A0333,A0184,2,,HIGH,Bi-directional money flow detected
3850,Circular Transfer,A0213,A0188,2,,HIGH,Bi-directional money flow detected
3851,Circular Transfer,A0239,A0138,2,,HIGH,Bi-directional money flow detected
3852,Circular Transfer,A0058,A0492,2,,HIGH,Bi-directional money flow detected
3853,Circular Transfer,A0117,A0113,2,,HIGH,Bi-directional money flow detected
3854,Circular Transfer,A0250,A0354,2,,HIGH,Bi-directional money flow detected
3855,Circular Transfer,A0202,A0396,2,,HIGH,Bi-directional money flow detected
3856,Circular Transfer,A0379,A0075,2,,HIGH,Bi-directional money flow detected
3857,Circular Transfer,A0097,A0381,2,,HIGH,Bi-directional money flow detected
3858,Circular Transfer,A0413,A0058,2,,HIGH,Bi-directional money flow detected
3859,Circular Transfer,A0042,A0050,2,,HIGH,Bi-directional money flow detected
3860,Circular Transfer,A0170,A0183,2,,HIGH,Bi-directional money flow detected
3861,Circular Transfer,A0104,A0103,2,,HIGH,Bi-directional money flow detected
3862,Circular Transfer,A0313,A0483,2,,HIGH,Bi-directional money flow detected
3863,Circular Transfer,A0050,A0378,2,,HIGH,Bi-directional money flow detected
3864,Circular Transfer,A0400,A0049,2,,HIGH,Bi-directional money flow detected
3865,Circular Transfer,A0149,A0054,2,,HIGH,Bi-directional money flow detected
3866,Circular Transfer,A0092,A0019,2,,HIGH,Bi-directional money flow detected
3867,Circular Transfer,A0398,A0440,2,,HIGH,Bi-directional money flow detected
3868,Circular Transfer,A0269,A0105,2,,HIGH,Bi-directional money flow detected
3869,Circular Transfer,A0434,A0417,2,,HIGH,Bi-directional money flow detected
3870,Circular Transfer,A0463,A0493,2,,HIGH,Bi-directional money flow detected
3871,Circular Transfer,A0457,A0418,2,,HIGH,Bi-directional money flow detected
3872,Circular Transfer,A0106,A0211,2,,HIGH,Bi-directional money flow detected
3873,Circular Transfer,A0384,A0088,2,,HIGH,Bi-directional money flow detected
3874,Circular Transfer,A0347,A0384,2,,HIGH,Bi-directional money flow detected
3875,Circular Transfer,A0481,A0240,2,,HIGH,Bi-directional money flow detected
3876,Circular Transfer,A0212,A0326,2,,HIGH,Bi-directional money flow detected
3877,Circular Transfer,A0449,A0327,2,,HIGH,Bi-directional money flow detected
3878,Circular Transfer,A0309,A0383,2,,HIGH,Bi-directional money flow detected
3879,Circular Transfer,A0144,A0375,2,,HIGH,Bi-directional money flow detected
3880,Circular Transfer,A0030,A0108,2,,HIGH,Bi-directional money flow detected
3881,Circular Transfer,A0500,A0024,2,,HIGH,Bi-directional money flow detected
3882,Circular Transfer,A0396,A0170,2,,HIGH,Bi-directional money flow detected
3883,Circular Transfer,A0024,A0025,2,,HIGH,Bi-directional money flow detected
3884,Circular Transfer,A0470,A0116,2,,HIGH,Bi-directional money flow detected
3885,Circular Transfer,A0149,A0010,2,,HIGH,Bi-directional money flow detected
3886,Circular Transfer,A0457,A0003,2,,HIGH,Bi-directional money flow detected
3887,Circular Transfer,A0481,A0112,2,,HIGH,Bi-directional money flow detected
3888,Circular Transfer,A0195,A0211,2,,HIGH,Bi-directional money flow detected
3889,Circular Transfer,A0389,A0467,2,,HIGH,Bi-directional money flow detected
3890,Circular Transfer,A0238,A0432,2,,HIGH,Bi-directional money flow detected
3891,Circular Transfer,A0138,A0322,2,,HIGH,Bi-directional money flow detected
3892,Circular Transfer,A0024,A0435,2,,HIGH,Bi-directional money flow detected
3893,Circular Transfer,A0197,A0133,2,,HIGH,Bi-directional money flow detected
3894,Circular Transfer,A0479,A0131,2,,HIGH,Bi-directional money flow detected
3895,Circular Transfer,A0157,A0271,2,,HIGH,Bi-directional money flow detected
3896,Circular Transfer,A0045,A0184,2,,HIGH,Bi-directional money flow detected
3897,Circular Transfer,A0156,A0114,2,,HIGH,Bi-directional money flow detected
3898,Circular Transfer,A0458,A0443,2,,HIGH,Bi-directional money flow detected
3899,Circular Transfer,A0454,A0228,2,,HIGH,Bi-directional money flow detected
3900,Circular Transfer,A0191,A0106,2,,HIGH,Bi-directional money flow detected
3901,Circular Transfer,A0451,A0259,2,,HIGH,Bi-directional money flow detected
3902,Circular Transfer,A0321,A0145,2,,HIGH,Bi-directional money flow detected
3903,Circular Transfer,A0076,A0095,2,,HIGH,Bi-directional money flow detected
3904,Circular Transfer,A0253,A0127,2,,HIGH,Bi-directional money flow detected
3905,Circular Transfer,A0275,A0050,2,,HIGH,Bi-directional money flow detected
3906,Circular Transfer,A0275,A0160,2,,HIGH,Bi-directional money flow detected
3907,Circular Transfer,A0460,A0249,2,,HIGH,Bi-directional money flow detected
3908,Circular Transfer,A0030,A0458,2,,HIGH,Bi-directional money flow detected
3909,Circular Transfer,A0268,A0115,2,,HIGH,Bi-directional money flow detected
3910,Circular Transfer,A0206,A0021,2,,HIGH,Bi-directional money flow detected
3911,Circular Transfer,A0442,A0453,2,,HIGH,Bi-directional money flow detected
3912,Circular Transfer,A0048,A0170,2,,HIGH,Bi-directional money flow detected
3913,Circular Transfer,A0207,A0144,2,,HIGH,Bi-directional money flow detected
3914,Circular Transfer,A0009,A0326,2,,HIGH,Bi-directional money flow detected
3915,Circular Transfer,A0346,A0423,2,,HIGH,Bi-directional money flow detected
3916,Circular Transfer,A0382,A0335,2,,HIGH,Bi-directional money flow detected
3917,Circular Transfer,A0183,A0407,2,,HIGH,Bi-directional money flow detected
3918,Circular Transfer,A0293,A0157,2,,HIGH,Bi-directional money flow detected
3919,Circular Transfer,A0452,A0233,2,,HIGH,Bi-directional money flow detected
3920,Circular Transfer,A0144,A0421,2,,HIGH,Bi-directional money flow detected
3921,Circular Transfer,A0267,A0352,2,,HIGH,Bi-directional money flow detected
3922,Circular Transfer,A0458,A0086,2,,HIGH,Bi-directional money flow detected
3923,Circular Transfer,A0189,A0446,2,,HIGH,Bi-directional money flow detected
3924,Circular Transfer,A0237,A0122,2,,HIGH,Bi-directional money flow detected
3925,Circular Transfer,A0393,A0368,2,,HIGH,Bi-directional money flow detected
3926,Circular Transfer,A0391,A0027,2,,HIGH,Bi-directional money flow detected
3927,Circular Transfer,A0146,A0331,2,,HIGH,Bi-directional money flow detected
3928,Circular Transfer,A0021,A0454,2,,HIGH,Bi-directional money flow detected
3929,Circular Transfer,A0191,A0055,2,,HIGH,Bi-directional money flow detected
3930,Circular Transfer,A0418,A0300,2,,HIGH,Bi-directional money flow detected
3931,Circular Transfer,A0055,A0116,2,,HIGH,Bi-directional money flow detected
3932,Circular Transfer,A0238,A0354,2,,HIGH,Bi-directional money flow detected
3933,Circular Transfer,A0269,A0119,2,,HIGH,Bi-directional money flow detected
3934,Circular Transfer,A0116,A0379,2,,HIGH,Bi-directional money flow detected
3935,Circular Transfer,A0279,A0145,2,,HIGH,Bi-directional money flow detected
3936,Circular Transfer,A0162,A0080,2,,HIGH,Bi-directional money flow detected
3937,Circular Transfer,A0372,A0268,2,,HIGH,Bi-directional money flow detected
3938,Circular Transfer,A0416,A0128,2,,HIGH,Bi-directional money flow detected
3939,Circular Transfer,A0182,A0318,2,,HIGH,Bi-directional money flow detected
3940,Circular Transfer,A0315,A0095,2,,HIGH,Bi-directional money flow detected
3941,Circular Transfer,A0315,A0477,2,,HIGH,Bi-directional money flow detected
3942,Circular Transfer,A0454,A0013,2,,HIGH,Bi-directional money flow detected
3943,Circular Transfer,A0220,A0130,2,,HIGH,Bi-directional money flow detected
3944,Circular Transfer,A0192,A0151,2,,HIGH,Bi-directional money flow detected
3945,Circular Transfer,A0108,A0040,2,,HIGH,Bi-directional money flow detected
3946,Circular Transfer,A0330,A0437,2,,HIGH,Bi-directional money flow detected
3947,Circular Transfer,A0108,A0203,2,,HIGH,Bi-directional money flow detected
3948,Circular Transfer,A0007,A0430,2,,HIGH,Bi-directional money flow detected
3949,Circular Transfer,A0252,A0139,2,,HIGH,Bi-directional money flow detected
3950,Circular Transfer,A0475,A0357,2,,HIGH,Bi-directional money flow detected
3951,Circular Transfer,A0330,A0364,2,,HIGH,Bi-directional money flow detected
3952,Circular Transfer,A0065,A0381,2,,HIGH,Bi-directional money flow detected
3953,Circular Transfer,A0380,A0394,2,,HIGH,Bi-directional money flow detected
3954,Circular Transfer,A0300,A0099,2,,HIGH,Bi-directional money flow detected
3955,Circular Transfer,A0208,A0014,2,,HIGH,Bi-directional money flow detected
3956,Circular Transfer,A0273,A0329,2,,HIGH,Bi-directional money flow detected
3957,Circular Transfer,A0372,A0311,2,,HIGH,Bi-directional money flow detected
3958,Circular Transfer,A0033,A0044,2,,HIGH,Bi-directional money flow detected
3959,Circular Transfer,A0239,A0401,2,,HIGH,Bi-directional money flow detected
3960,Circular Transfer,A0075,A0093,2,,HIGH,Bi-directional money flow detected
3961,Circular Transfer,A0147,A0361,2,,HIGH,Bi-directional money flow detected
